-982.9,210,16.66,140,19.61,0,23.54,0,26.53,350,30.25,0,34.88,0,48.14,0,283.07,0,13760.6,50,0
-982.9,210,16.66,150,19.61,0,23.54,330,26.53,0,30.25,0,36.27,0,48.14,0,294.92,10,13760.6,50,0
-982.9,210,16.66,250,26.5,100,30.25,50,34.88,0,39.12,0,48.14,0,56.58,90,273.76,0,13760.6,50,0
-982.9,210,16.66,200,26.5,100,27.08,50,30.25,0,39.12,0,48.14,0,56.58,140,273.76,0,13760.6,50,0
-982.9,210,16.66,250,26.5,100,27.08,50,30.25,0,39.12,0,48.14,0,56.58,90,273.76,0,13760.6,50,0
-982.9,210,16.66,280,26.5,100,30.25,80,34.88,0,39.12,0,48.14,0,56.58,0,273.76,30,13760.6,50,0
-982.9,210,16.66,280,26.5,100,30.25,80,34.88,0,39.12,0,48.14,0,56.58,0,273.76,30,13760.6,50,0
-982.9,210,16.66,300,26.5,125,30.25,65,34.88,0,39.12,0,48.14,0,56.58,0,273.76,0,13760.6,50,0
-982.9,210,16.66,0,26.5,270,30.25,210,34.88,0,39.12,0,48.14,10,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,0,26.5,210,30.25,210,34.88,0,39.12,0,48.14,0,56.56,0,273.76,70,13760.6,50,0
-982.9,210,16.66,0,26.5,90,30.25,0,34.88,0,39.12,0,49.13,0,56.56,0,273.76,400,13760.6,50,0
-982.9,210,16.66,0,26.5,280,30.25,210,34.88,0,39.12,0,48.14,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,0,26.5,280,30.25,210,34.88,0,39.12,0,48.14,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,26.5,200,30.25,160,34.88,0,39.12,0,48.14,0,56.56,60,273.76,0,13760.6,50,0
-982.9,210,16.66,70,26.5,170,30.25,200,34.88,0,39.12,0,49.13,50,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,26.5,300,30.25,90,34.88,30,39.12,0,49.13,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,0,27.04,300,30.25,190,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,0,19.61,300,23.54,190,26.53,0,30.25,0,36.27,0,48.14,0,294.92,0,13760.6,50,0
-982.9,210,16.66,0,27.04,350,30.25,140,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,280,16.66,420,27.04,0,30.25,0,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,27.04,420,30.25,0,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,80,27.04,410,30.25,0,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,80,27.04,410,30.25,0,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,27.04,70,30.25,350,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,27.04,70,30.25,350,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,27.04,420,30.25,0,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,27.04,420,30.25,0,34.88,0,39.12,0,46.93,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,26.06,420,30.25,0,36.25,0,39.12,0,47.92,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,26.06,380,30.25,40,36.25,0,39.12,0,47.92,0,56.56,0,273.76,0,13760.6,50,0
-982.9,210,16.66,70,26.06,380,30.25,40,36.25,0,39.12,0,48.83,0,58.97,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,0,39.12,0,48.83,50,58.97,0,283.59,440,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,40,39.12,0,48.83,0,58.97,0,283.59,450,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,0,39.12,0,48.83,40,58.97,0,283.59,450,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,20,39.12,20,48.83,60,58.97,20,283.59,370,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,20,39.12,20,48.83,60,58.97,20,283.59,370,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,20,39.12,20,48.83,60,58.97,20,283.59,370,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,20,39.12,0,48.83,40,58.97,0,283.59,430,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,20,39.12,0,48.83,40,58.97,0,283.59,430,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,20,39.12,0,48.83,40,58.97,0,283.59,430,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,20,39.12,0,48.83,40,58.97,0,283.59,430,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,48.83,0,58.97,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,48.83,0,58.97,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,49.1,0,60.16,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,49.1,0,60.16,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,48.83,0,58.97,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,48.83,0,58.97,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,48.83,0,58.97,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,700,39.12,0,48.83,0,60.16,0,283.59,0,13760.6,0,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,490,39.12,0,49.1,0,60.16,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,700,39.12,0,49.1,0,60.16,0,283.59,0,13760.6,0,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,700,39.12,0,49.1,0,60.16,0,283.59,0,13760.6,0,0
-982.9,210,16.66,0,26.06,0,30.25,0,36.25,490,39.12,0,49.1,0,60.16,0,283.59,0,13760.6,50,0
-982.9,210,16.66,0,26.06,350,30.25,140,36.25,0,39.12,0,49.1,0,60.16,0,283.59,0,13760.6,50,0
