23.2,4.4,-982.9,16.66,19.61,23.54,26.53,30.25,34.88,48.14,283.07,13760.6,210,140,0,0,350,0,0,0,0,50,0
19.1,0.9,-982.9,16.66,19.61,23.54,26.53,30.25,36.27,48.14,294.92,13760.6,210,150,0,330,0,0,0,0,10,50,0
20.9,3.9,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.58,273.76,13760.6,210,250,100,50,0,0,0,90,0,50,0
19.3,4.9,-982.9,16.66,26.5,27.08,30.25,39.12,48.14,56.58,273.76,13760.6,210,200,100,50,0,0,0,140,0,50,0
21.3,5.1,-982.9,16.66,26.5,27.08,30.25,39.12,48.14,56.58,273.76,13760.6,210,250,100,50,0,0,0,90,0,50,0
22.7,5.1,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.58,273.76,13760.6,210,280,100,80,0,0,0,0,30,50,0
21.7,4.7,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.58,273.76,13760.6,210,280,100,80,0,0,0,0,30,50,0
23,4.1,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.58,273.76,13760.6,210,300,125,65,0,0,0,0,0,50,0
24.8,5.2,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.56,273.76,13760.6,210,0,270,210,0,0,10,0,0,50,0
23.4,5,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.56,273.76,13760.6,210,0,210,210,0,0,0,0,70,50,0
19.5,5.2,-982.9,16.66,26.5,30.25,34.88,39.12,49.13,56.56,273.76,13760.6,210,0,90,0,0,0,0,0,400,50,0
21.4,5.3,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.56,273.76,13760.6,210,0,280,210,0,0,0,0,0,50,0
19.4,3.1,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.56,273.76,13760.6,210,0,280,210,0,0,0,0,0,50,0
24.9,3.5,-982.9,16.66,26.5,30.25,34.88,39.12,48.14,56.56,273.76,13760.6,210,70,200,160,0,0,0,60,0,50,0
22.8,5,-982.9,16.66,26.5,30.25,34.88,39.12,49.13,56.56,273.76,13760.6,210,70,170,200,0,0,50,0,0,50,0
22.7,4.8,-982.9,16.66,26.5,30.25,34.88,39.12,49.13,56.56,273.76,13760.6,210,70,300,90,30,0,0,0,0,50,0
22.6,5.2,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,0,300,190,0,0,0,0,0,50,0
18.1,1.1,-982.9,16.66,19.61,23.54,26.53,30.25,36.27,48.14,294.92,13760.6,210,0,300,190,0,0,0,0,0,50,0
21.7,5.7,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,0,350,140,0,0,0,0,0,50,0
21.5,5.4,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,280,420,0,0,0,0,0,0,0,50,0
22.3,3.4,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,70,420,0,0,0,0,0,0,50,0
19.7,3.7,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,80,410,0,0,0,0,0,0,50,0
19.3,5,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,80,410,0,0,0,0,0,0,50,0
22.2,6,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,70,70,350,0,0,0,0,0,50,0
20.8,2.7,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,70,70,350,0,0,0,0,0,50,0
19.2,6,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,70,420,0,0,0,0,0,0,50,0
23.3,5.6,-982.9,16.66,27.04,30.25,34.88,39.12,46.93,56.56,273.76,13760.6,210,70,420,0,0,0,0,0,0,50,0
20.1,6.1,-982.9,16.66,26.06,30.25,36.25,39.12,47.92,56.56,273.76,13760.6,210,70,420,0,0,0,0,0,0,50,0
23.5,2.6,-982.9,16.66,26.06,30.25,36.25,39.12,47.92,56.56,273.76,13760.6,210,70,380,40,0,0,0,0,0,50,0
20.2,4.9,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,70,380,40,0,0,0,0,0,50,0
22.5,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,0,0,50,0,440,50,0
26.6,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,40,0,0,0,450,50,0
27,5,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,0,0,40,0,450,50,0
24.5,6.5,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,20,20,60,20,370,50,0
24.2,6.6,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,20,20,60,20,370,50,0
28.9,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,20,20,60,20,370,50,0
31.4,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,20,0,40,0,430,50,0
19.6,4.9,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,20,0,40,0,430,50,0
27.3,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,20,0,40,0,430,50,0
34.3,6.1,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,0,0,20,0,40,0,430,50,0
19,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
23.3,6.2,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
17.2,5.8,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
20.3,6.9,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
26.3,7.1,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
28.9,7.1,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
19.3,1.5,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
26.6,7.2,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
23.4,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,0,0,490,0,0,0,0,50,0
23.2,6.3,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
27.1,5.5,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
17.6,2.1,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,0,0,490,0,0,0,0,50,0
16.9,7.1,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
18.7,7.5,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
25.4,7.5,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
28.3,5.3,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
22.2,3.9,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
20.1,2.1,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
25.5,6.8,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
26.8,4.4,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
21.5,7.8,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,60.16,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
23.4,7.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,210,0,350,140,0,0,0,0,0,50,0
23.5,7.9,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
27.3,7.7,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
32.6,7.9,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
25.6,8,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
23.8,8,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
30.8,8,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
22.4,5.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
20.5,3.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
25,7.4,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
24.1,7.2,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
34.7,7,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
30.8,8.2,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
22.8,5.3,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
21.5,6.4,-982.9,16.66,26.06,30.25,36.25,39.12,49.1,60.16,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
23.8,8.1,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,58.97,283.59,13760.6,280,0,0,0,320,0,100,0,0,50,0
25.3,7.7,-982.9,16.66,26.06,30.25,36.25,39.12,48.83,60.16,283.59,13760.6,210,0,0,0,700,0,0,0,0,0,0
35.1,8.4,-982.9,16.66,27.06,30.25,36.25,39.14,48.16,59.7,283.07,13760.6,280,0,0,0,320,0,100,0,0,50,0
22.9,5.6,-982.9,16.66,27.06,30.25,36.25,39.14,47.18,59.7,283.07,13760.6,210,0,240,250,0,0,0,0,0,50,0
26.7,7.7,-982.9,16.66,27.06,30.25,36.25,39.14,47.18,59.7,283.07,13760.6,210,0,60,60,0,0,30,0,340,50,0
30.8,6.4,-982.9,16.66,27.06,30.25,36.25,39.14,47.18,59.7,283.07,13760.6,350,150,50,50,0,0,0,0,100,50,0
33.1,8.3,-982.9,16.66,27.06,30.25,35.88,39.12,47.18,59.7,282.58,13760.6,210,0,330,160,0,0,0,0,0,50,0
29.2,5.5,-982.9,30.25,34.37,39.14,44.19,54.7,59.89,68.75,243.76,13760.6,210,80,120,120,170,0,0,0,0,50,0
22.2,8.6,-982.9,30.25,34.37,39.17,44.19,54.7,59.89,68.75,283.07,13760.6,210,30,0,60,120,0,30,0,0,300,0
23.7,8.6,-982.9,30.25,34.37,39.14,44.19,54.7,59.7,68.74,243.76,13760.6,210,60,0,90,0,210,0,0,130,50,0
26.3,8.4,-982.9,30.25,34.37,39.14,44.19,54.8,59.72,68.74,243.76,13760.6,210,0,70,70,70,0,0,0,280,50,0
24.4,3.8,-982.9,30.25,34.37,39.14,44.19,54.8,59.72,68.74,243.76,13760.6,210,20,0,40,0,80,60,60,230,50,0
28.8,7.8,-982.9,30.25,34.37,39.14,44.19,54.8,59.72,68.74,243.76,13760.6,210,0,0,0,0,0,490,0,0,50,0
23.8,7.1,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,60,0,60,0,180,180,0,10,50,0
26.2,6.5,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,70,70,70,140,70,70,0,0,50,0
30.9,6.4,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,70,140,140,140,0,0,0,0,50,1
35.7,7.7,-982.9,30.25,34.37,39.14,44.19,59.73,68.74,243.76,13367.44,13760.6,210,140,140,140,70,0,0,0,0,50,1
25.9,6.5,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,50,100,150,140,0,0,0,50,50,1
28.1,7.1,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,50,0,100,0,200,90,0,50,50,1
32.4,4.9,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,100,0,150,0,240,0,0,0,50,1
24.8,1.3,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,100,100,100,140,0,0,0,50,50,1
24.9,5.9,-982.9,30.25,34.37,39.14,44.19,55.01,59.73,68.74,243.76,13760.6,210,100,100,100,140,0,0,0,50,50,1
29.6,8.6,-982.9,30.25,39.14,44.19,55.01,59.73,68.74,243.76,13170.86,13760.6,210,120,0,200,170,0,0,0,0,50,1
26.8,8.8,-982.9,30.25,39.14,44.19,55.01,59.73,68.74,243.76,13170.86,13760.6,210,200,120,120,0,0,0,0,50,50,1
24,7.9,-982.9,30.25,34.37,39.14,44.19,55.01,68.74,243.76,13170.86,13760.6,210,40,40,40,40,0,0,0,330,50,1
27.1,8.6,-982.9,30.25,34.37,39.14,44.19,55.01,68.74,243.76,13170.86,13760.6,210,50,50,50,50,0,0,150,140,50,1
29,8.7,-982.9,30.25,34.37,39.14,44.21,55.01,68.74,243.76,13170.86,13760.6,210,50,50,50,50,0,0,0,290,50,1
